name,email,address
Mary Beth Osteo / Osteopathic Manual Therapy,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,"100 Granby St Main Floor, Toronto, ON M4Y 1Z5, Canada"
Exhale Osteopathy,user@domain.com,"15 Atlantic Ave 2nd Floor, Toronto, ON M6K 3E7, Canada"
Roncesvalles Osteopathy & Wellness,info@roncyosteo.com,"92 Roncesvalles Ave, Toronto, ON M6R 2K8, Canada"
The Spinal Joint Classical Osteopathy,philip@thespinaljoint.ca,"174 Spadina Ave. Suite 408, Toronto, ON M5V 2A6, Canada"
Broad View Health Osteopathy,info@broadviewhealth.ca,"401 Wellesley St E, Toronto, ON M4X 1H5, Canada"
MR Osteopathy & Massage,menashe.r@outlook.com,"20 N Park Rd, Vaughan, ON L4J 0G7, Canada"
Say Word Osteopathy,sarah@saywordosteopathy.ca,"269 Richmond St W Unit #100, Toronto, ON M5V 1X1, Canada"
Back To Health Osteopathy and Wellness,info@b2hclinic.ca,"9994 Keele St unit#200, Maple, ON L6A 5A8, Canada"
Inner Peace Osteopathy,innerpeaceosteopathy@gmail.com,"CF Galleria Offices, 220 Yonge St #218a, Toronto, ON M5B 2H1, Canada"
Kai Riecken Osteopathy,admin@kairiecken.com,"Rosedale Osteopathy and Wellness, 600 Sherbourne St Suite 408, Toronto, ON M4X 1W4, Canada"
Osteopathy Corner Inc.,info@OsteopathyCorner.com,"7163 Yonge St UNIT 271, Thornhill, ON L3T 0C6, Canada"
Annex Osteopathy,matvey@AnnexOsteopathy.com,"691 Bloor St W #201, Toronto, ON M6G 1L3, Canada"
Marinella Nesso Osteopathy & Yoga Therapy,email@example.com,"344 Bloor St W #610, Toronto, ON M5S 1W9, Canada"
"Meagan Gartlan, Osteopathy",osteomeagan@gmail.co,"555 Bloor St W, Toronto, ON M5S 1Y6, Canada"
Halo Healing - Osteopathic Care,info@halohealing.ca,"Inside SUKHA YOGA Thornhill, 55 Glen Cameron Rd, Thornhill, ON L3T 5W2, Canada"
TMJ Osteopathy & Concussion Care Yonge and Eglinton,hello@tmjosteopathy.com,"2221 Yonge St, Toronto, ON M4S 0B8, Canada"
Integrated Bodywork - Osteopathy and Massage Therapy,info@ibodywork.ca,"55 Eglinton Ave E Suite 700, Old Toronto, ON M4P 1G8, Canada"
Dear Osteopathy,user@domain.com,"181 Carlaw Ave #216, Toronto, ON M4M 2T9, Canada"
Olsi Hasko Osteopathy and Massage Therapy,ohasko@infinityhealthcentre.com,"39 Lower Simcoe St, Toronto, ON M5V 3M9, Canada"
Marine Burkhardt-Osteopath at Thrive Natural Family Health,info@thrivehealth.ca,"Suite 502, 110 Eglinton Ave E, Toronto, ON M4P 2Y1, Canada"
Balance Osteopathy,adakate@gmail.com,"55 Regent Park Blvd, Toronto, ON M5A 0C2, Canada"
The National Academy of Osteopathy,info@nationalacademyofosteopathy.com,"375 Canarctic Dr unit 21, Toronto, ON M3J 2P9, Canada"
"Secant Osteopathy & Wellness, East York office",info@secantosteopathy.com,"1450 O'Connor Drive, 105B2 Building 2, Toronto, ON M4G 4G4, Canada"
HEALWELL Osteopathy & Wellness,claire@osteopathyhealwell.ca,"83A McCaul St, Toronto, ON M5T 2W7, Canada"
Original Health and Wellness,user@domain.com,"38 Howard Park Ave R4, Toronto, ON M6R 0A7, Canada"
Sandy Antunes @ Inspired Wellness,info@mikaela.com,"Inspired Wellness, 822 Richmond St W #102, Toronto, ON M5R 1V9, Canada"
Osteo Massages,myosteomassage@gmail.com,"111 Peter St 7 floor unit 700, Toronto, ON M5V 2H2, Canada"
The Well of Alternative Medicine,contact@thewellofam.com,"1344 Queen St W, Toronto, ON M6K 1L4, Canada"
Yeoh Osteo,Yeohosteo@gmail.com,"1200 Bay St., Toronto, ON M4W 1J2, Canada"
Christie Integrated Health Center,kevin.janna@gmail.com,"691 Bloor St W #201, Toronto, ON M6G 1L3, Canada"
Heal with Chelsea: Manual Osteopathic Therapy | Registered Massage Therapy,hello@healwithchelsea.com,"600 Sherbourne St 6th floor, suite 606, Toronto, ON M4X 1W4, Canada"
Julien Rives Osteopathy,julien.rives21@gmail.com,"2 College St Suite #101, Toronto, ON M5G 1K2, Canada"
Mississauga Osteopathic Clinic,Seansnary.domp@gmail.com,"*located inside wynn fitness*, 6750 Mississauga Rd, Mississauga, ON L5N 2L3, Canada"
Osteopathy Clinic Mississauga,hello@hl3.ca,"250 Dundas St W Unit 405, Mississauga, ON L5B 1J2, Canada"
Mississauga Osteopathy,mississaugaosteopathy@gmail.com,"3635 Fortune Pl, Mississauga, ON L5M 7N6, Canada"
OsteoMed Clinic,contact@osteomedclinic.com,"3045 Southcreek Rd #19, Mississauga, ON L4X 2V7, Canada"
Healthier Living,hello@hl3.ca,"250 Dundas St W Unit 405, Mississauga, ON L5B 1J2, Canada"
Body Kinetix Osteopathy & Wellness - Body Kinetix Health & Wellness,info@bodykinetix.ca,"1482 Dundas St E #14, Mississauga, ON L4X 1L4, Canada"
Clarkson Medical Arts Centre,info@clarksonmedicalarts.com,"1020 Johnsons Ln a6, Mississauga, ON L5J 2P7, Canada"
JD Osteopathy,hello@jdosteopathy.com,"5025 Orbitor Dr Building 1, Suite 101, Mississauga, ON L4W 4Y5, Canada"
The Lab - Movement & Sports Medicine,info@thelabsportsmed.ca,"4181 Sladeview Crescent #49, Mississauga, ON L5L 5R2, Canada"
Muscle and Joint Clinic,user@domain.com,"5980 Churchill Meadows Blvd #4, Mississauga, ON L5M 7M5, Canada"
St. Joseph's Osteopathy Clinic,info@osteo-stjoe.com,"2000 Credit Valley Rd Unit # 101A, Mississauga, ON L5M 4N4, Canada"
INTUNE OSTEOPATHY,intune.osteopathy@gmail.com,"4275 Village Centre Ct, Mississauga, ON L4Z 1V3, Canada"
Osteopathic Perks,osteopathicperks@outlook.com,"745 Willowbank Trail, Mississauga, ON L4W 3L7, Canada"
Dynamic Di Votion Classical Osteopathy,dynamicdivotion@gmail.com,"3802 Trelawny Cir, Mississauga, ON L5N 5J4, Canada"
Pura Vida Family Health Centre,bookings@puravidahealth.ca,"17-360 Revus Ave, Mississauga, ON L5G 4S4, Canada"
Rebound Health and Wellness,hello@reboundwellness.ca,"6875 Meadowvale Town Centre Cir, Mississauga, ON L5N 2W7, Canada"
Activemotion Rehab Inc,info@ActivemotionRehab.ca,"2171 Dunwin Dr Unit 3, Mississauga, ON L5L 1X2, Canada"
Origin of Health Osteopathy Ltd.,mel.g.alves@gmail.com,"2010 Winston Park Dr, Oakville, ON L6H 6P5, Canada"
Fasciacare Osteopathy Clinic,fasciacare@gmail.com,"6700 Montevideo Rd unit #5, Mississauga, ON L5N 1V1, Canada"
Aurika Wellness,aurikawellness@gmail.com,"2180 Credit Valley Rd #105, Mississauga, ON L5M 3C9, Canada"
Open Palm Osteo,rchang@openpalmosteo.com,"961 Queensbridge Dr, Mississauga, ON L5C 3M8, Canada"
Functional Body Institute Clarkson,info@indiantypefoundry.com,"1728 Lakeshore Rd W, Mississauga, ON L5J 1J5, Canada"
The Prime Motion,info@theprimemotion.ca,"**Inside Free Bird Gym**, 1331 Crestlawn Dr, Mississauga, ON L4W 2P9, Canada"
The Amatsu Way,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,"2601 Matheson Blvd E Unit 210, Mississauga, ON L4W 5A8, Canada"
MedCAiRE Health iV Therapy Iron Infusion | Sports Therapy PRP nSTRIDE,Filipe@MedCAiRE.ca,"405 Britannia Rd E #115, Mississauga, ON L4Z 3E6, Canada"
Peak Form Physio + Wellness,info@peakformphysio.com,"515 Lakeshore Rd E Unit 111, Mississauga, ON L5G 1H9, Canada"
OSTEOHEALTH osteopathy clinic inc.,osteohealth.osteopathy@gmail.com,"2250 Bovaird Dr E Unit 112, Brampton, ON L6R 0W3, Canada"
Manual Osteopath,kaushikg4u@gmail.com,"56 Seahorse Ave, Brampton, ON L6V 4N8, Canada"
The Right Path Wellness,Therightpathwellness@gmail.com,"Lorraine Crescent, Brampton, ON L6S 2R6, Canada"
Osteo Care Centre,info@osteocarecenter.ca,"45 Fanshawe Dr, Brampton, ON L6Z 1A7, Canada"
Fix Mi Osteo,contact@sansoxygen.com,"41 Edwin Dr, Brampton, ON L6Y 1A2, Canada"
The Spinal Treatment Clinic,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,"42 Haverstock Cres, Brampton, ON L7A 4E1, Canada"
Nature's Touch Naturopathic Clinic,info@naturestouchnd.ca,"50 Sunny Meadow Blvd #304, Brampton, ON L6R 0Y7, Canada"
EOE WELLNESS CENTRE,eoewellnesscentre@gmail.com,"1C Conestoga Dr, Brampton, ON L6Z 4N5, Canada"
Align Osteopathy,karolineosteopath@gmail.com,"50 Queen St N, Bolton, ON L7E 1B9, Canada"
Faith Physiotherapy and Wellness,info@faithphysio.ca,"1965 Cottrelle Blvd, Brampton, ON L6P 2Z8, Canada"
Osteorelieve,onkar@osteorelieve.ca,"120 Woodstream Blvd, Vaughan, ON L4L 7Z1, Canada"
Massage and osteopathy wellness,criseldamendoza75@yahoo.com,"7 Blue Iris Trail, Brampton, ON L6R 0K5, Canada"
In GoodHands Wellness,admin@ingoodhandswellness.com,"10 Cottrelle Blvd, Brampton, ON L6S 0E2, Canada"
Sevayu Brampton,sevayu@sevayubrampton.com,"18 Corporation Dr Unit 5, Brampton, ON L6S 6B5, Canada"
Bodies by Diego Fitness,info@bodiesbydiego.ca,"635 Remembrance Rd Unit C101, Brampton, ON L7A 5H2, Canada"
SSHILPPI WELLNESS CLINIC,jonpinhorn.typedesign@gmail.com,"284 Orenda Rd Unit-18, Brampton, ON L6T 4X6, Canada"
Body Senses Physio & Wellness,info@bodysensesphysio.ca,"900 Ray Lawson Blvd Unit 8, Brampton, ON L6Y 5H7, Canada"
Osteohealing at Mamma to Mommy Holistic Care,impallari@gmail.com,"5451 Hwy 7, Woodbridge, ON L4L 0B2, Canada"
AzSURVeda,care@azsure.ca,"80 Maritime Ontario Blvd Unit #42, Brampton, ON L6S 0E7, Canada"
Elevated Health and Wellness,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,"71 Mountainview Rd N, Georgetown, ON L7G 4J6, Canada"
Osteoklinika,info@osteoklinika.com,"1750 Steeles Ave W #8, Vaughan, ON L4K 2L7, Canada"
OSTEO+,Info@osteo-plus.ca,"10 Disera Dr #200, Thornhill, ON L4J 0A7, Canada"
Body & Mind Osteopathic Clinic,info@bodyandmind.clinic,"92 Arisaig Dr, Maple, ON L6A 1V7, Canada"
101 Osteopathic Pain Management Centre,info@gtahealer.com,"1520 Steeles Ave W, Vaughan, ON L4K 3B9, Canada"
Rebound Therapy,info@reboundtherapy.ca,"9 Shatner Turnabout, Vaughan, ON L4L 0M4, Canada"
Valente Osteopathy,nicholasmendesj@gmail.com,"4220 Steeles Ave W, Woodbridge, ON L4L 3S8, Canada"
Your Balance Osteopathy,s.valente.osteopathy@gmail.com,"9901 Keele St, Maple, ON L6A 3Y5, Canada"
PhysioActive,info@physioactive.ca,"1450 Clark Ave W #22, Thornhill, ON L4J 7R5, Canada"
Teal Osteopathy,0a2411dd501e4441a1f4a27ebdb0b309@o4505290921410560.ingest.sentry.io,"878 Hamilton St, Vancouver, BC V6B 6A2, Canada"
Lana Osteopathy,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,"Located in Natura Wellness group, 1051 Upper James St suite 203, Hamilton, ON L9C 3A6, Canada"
Aaron Hasler Osteopathy,haslerosteo@gmail.com,"12 Ferguson Ave N, Hamilton, ON L8R 1K9, Canada"
"Fallon Osteopathy | Fallon Stumpo, M.OMSc",info@fallonosteopathy.ca,"1632 Upper James St Unit 201, Hamilton, ON L9B 1K4, Canada"
M. Smith Osteopathy,paintedbrickwellness@gmail.com,"118 Jackson St E, Hamilton, ON L8T 1P4, Canada"
Ease Osteopathy and Health,nboweosteopathy@gmail.com,"327 Ottawa St N, Hamilton, ON L8H 3Z8, Canada"
Natural Axis Osteopathy,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,"1955 King St E 1 Floor 1, Hamilton, ON L8K 1W2, Canada"
Connected Oneness Osteopathy,alex.osteopathy@gmail.com,"401 Wilson St E, Ancaster, ON L9G 2C4, Canada"
Integration Health + Education (formerly Innova Health Clinic),info@innovahc.ca,"309 Main St W, Hamilton, ON L8P 1J7, Canada"
OsteoHQ,d2renaud@gmail.com,"132 Melvin Ave, Hamilton, ON L8H 2J8, Canada"
ProMotion Osteopathy,promtionosteopathy@gmail.com,"12 Duke St Unit 2B, Hamilton, ON L8P 1X1, Canada"
Sam Milliken Osteopathy,flourishtherapypractices@gmail.com,"468 Cumberland Ave B7, Hamilton, ON L8M 3M5, Canada"
Middle Pillar Classical Osteopathy,middle.pillar.osteo@gmail.com,"42 Hargrove Way, Stoney Creek, ON L8J 0K9, Canada"
Alex Kus Osteopathy,alexkus.osteopathy@gmail.com,"318 Dundurn St S Unit 9, Hamilton, ON L8P 4L6, Canada"
Dundas Valley Osteopathy,myosteo@dundasvalleyosteopathy.ca,"3 Church St, Dundas, ON L9H 2X8, Canada"
"Emily Kukovica, Osteopathic Manual Practitioner",emilyk.osteopathy@gmail.com,"217 Main St W, Hamilton, ON L8P 1J4, Canada"
AW Osteopathy Burlington,awosteopathy@gmail.com,"457 Plains Rd E unit 111, Burlington, ON L7T 0B8, Canada"
Creative Rehab and Osteopathy,chadfleck@creativerehabandosteo.ca,"261 Valridge Dr, Ancaster, ON L9G 4Y6, Canada"
Sticks + Bones • Osteopathy + Well • Being,0a2411dd501e4441a1f4a27ebdb0b309@o4505290921410560.ingest.sentry.io,"105 Beach Rd c/o eFIT Institue, Hamilton, ON L8L 4A1, Canada"
Ali Speziale - Osteopathic Manual Practitioner,aspezialeosteopathy@gmail.com,"Ancaster, ON L9G 4Y2, Canada"
CSG Osteopathy,csg.osteopathy@gmail.com,"150 Chatham St unit 7, Hamilton, ON L8P 2B6, Canada"
OM Integrative Healthcare,Hello@OMhealthcare.ca,"46 King St W Suite 201 Suite 201, Dundas, ON L0R 2H4, Canada"
Mountainview Health and Wellness Clinics,info@mountainviewhealth.ca,"237 E Columbia St #103, New Westminster, BC V3L 3W4, Canada"
Hanover Physiotherapy and Sports Rehabilitation,hanoverpt@gmail.com,"140 7th Ave Suite 2, Hanover, ON N4N 2G9, Canada"
Back in Motion Health - Richmond,clientcare.richmond@backinmotion.com,"6651 Elmbridge Way #140, Richmond, BC V7C 5C2, Canada"
Whitby Physiotherapy & Rehabilitation Centre,general@sparcrehab.com,"701 Rossland rd East unit 209A (Upper level, 701 Rossland Rd E #2, Whitby, ON L1N 9K4, Canada"
Ajax Rehabilitation Centre,general@sparcrehab.com,"235 Bayly St W, Ajax, ON L1S 3K3, Canada"
Oshawa Physiotherapy & Rehabilitation Centre,general@sparcrehab.com,"22 Stevenson Rd S, Oshawa, ON L1J 5L9, Canada"
Bluewater Physiotherapy Clinic,info@bluewaterphysio.com,"145 Saddler St E, Durham, ON N0G 1R0, Canada"
Village Rehab Team - Liberty Village Location,villagerehabteam@gmail.com,"171 E Liberty St Unit 102, Toronto, ON M6K 3P6, Canada"
Motion Fit Rehab and Wellness in Davisville,info@motionfitrehab.com,"1910 Yonge St #101, Toronto, ON M4S 3B2, Canada"
Coquitlam Wellness Centre - CWC Sport Therapy,hello@businessname.com,"1574 Booth Ave, Coquitlam, BC V3K 4Y1, Canada"
The Runner's Academy Toronto,user@domain.com,"918 St Clair Ave W A, York, ON M6C 1C6, Canada"
Toronto Health & Physical Rehabilitation Clinic,%20info@torontohealthclinic.ca,"2780 Hwy 7 #109, Vaughan, ON L4K 3R9, Canada"
Back In Motion Health,clientcare.coquitlam@backinmotion.com,"405 North Rd Suite #202, Coquitlam, BC V3K 3V9, Canada"
Lifemark Physiotherapy Toronto Lawrence Plaza,lawrenceplaza@lifemark.ca,"526 Lawrence Ave W Unit 16A, North York, ON M6A 1A1, Canada"
TCR Physical Therapy & Rehab,info@tcrclinic.com,"474 College St #201, Toronto, ON M6G 1A4, Canada"
KINECT Rehab & Performance,richmond@kinectrehab.ca,"78 Richmond St E Unit 100, Toronto, ON M5C 1P1, Canada"
Church Wellesley Rehabilitation,church.st.rehab@gmail.com,"491 Church St #200, Toronto, ON M4Y 2C6, Canada"
Physiotherapy Active Rehab Clinic,physiotherapyactiverehab@bellnet.ca,"3163 Winston Churchill Blvd, Mississauga, ON L5L 0B5, Canada"
Lifemark Physiotherapy Meadowvale Town Centre,meadowvale@lifemark.ca,"6855 Meadowvale Town Centre Cir, Mississauga, ON L5N 2Y1, Canada"
The Ability Clinic - Rehabilitation,Info@abilityclinic.ca,"755 Queensway E Suite 303, Mississauga, ON L4Y 4C5, Canada"
Natural Touch Rehabilitation Centre,info@naturaltouch.com,"914 Burnhamthorpe Rd W, Mississauga, ON L5C 2S3, Canada"
Right Time Rehab-North Park Branch,righttimerehab@gmail.com,"870 N Park Dr B, Brampton, ON L6S 4N5, Canada"
New Hope Physiotherapy,admin@newhopephysio.com,"170 Sandalwood Pkwy E #1, Brampton, ON L6Z 1Y5, Canada"
Natural Touch Rehabilitation Centre Brampton,info@naturaltouch.com,"312 Queen St E, Brampton, ON L6V 1C2, Canada"
Complete Care Physiotherapy And Rehab Centre,info@completecarecentre.ca,"8015 Financial Dr, Brampton, ON L6Y 0B4, Canada"
Link Physical Therapy - Woodbridge (Dr. Kassam),woodbridge@linkpt.ca,"140 Woodbridge Ave Unit A10U, Woodbridge, ON L4L 4K9, Canada"
Safe Space Rehabilitation Centre,vaughan@safespace.ca,"9505 Keele St unit 1A, Vaughan, ON L6A 1W3, Canada"
Strengthflow Physiotherapy Vaughan,admin@strengthflow.ca,"9000 Weston Rd #9, Woodbridge, ON L4L 1A6, Canada"
Comfort Physiotherapy,info@comfortphysiotherapy.ca,"71 Marycroft Ave Unit 5, Woodbridge, ON L4L 5Y6, Canada"
In-Form Physiotherapy & Rehab Centre,user@domain.com,"8348 Islington Ave., Woodbridge, ON L4L 1W8, Canada"
Made to Move Physiotherapy,anthcubsphysio@gmail.com,"37 Jacob Keffer Pkwy, Vaughan, ON L4K 5N8, Canada"
Hamilton Physical Therapy Services,jcaceres@hamiltonphysicaltherapy.org,"1900 Arena Dr, Hamilton Township, NJ 08610, USA"
"Hamilton Physical Therapy, P.C.",605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,"336 Fairgrounds Rd Ste. B, Hamilton, MT 59840, USA"
Hamilton Physical Therapy Services,jcaceres@hamiltonphysicaltherapy.org,"1140 US-130 #1, Robbinsville Twp, NJ 08691, USA"
Next Level Physical Therapy,joshua@mynextlvl.com,"4609 Nottingham Way, Hamilton Township, NJ 08690, USA"
Hamilton Physical Therapy Services,jcaceres@hamiltonphysicaltherapy.org,"1881 N Olden Ave, Ewing Township, NJ 08638, USA"
Hamilton Hand to Shoulder,Info@HamiltonPTCares.com,"119 W College Ave Suite 205, Salisbury, MD 21804, USA"
Ross Rehabilitation,ross@rossrehab.com,"Lower Level(basement, 875 Main St W Unit 1, Hamilton, ON L8S 4P9, Canada"
Hamilton Physiotherapy,contact@hamilton-physiotherapy.co.uk,"105 Bothwell Rd, Hamilton ML3 0DW, UK"
Hamilton Hand to Shoulder,Info@HamiltonPTCares.com,"11007 Manklin Creek Rd Unit 5, Berlin, MD 21811, USA"
Sport Medicine Clinic,clinic@sportmedicineclinic.com,"Sport Medicine Clinic, TD South Tower, 79 Wellington St W 36th Fl., Suite 2, Toronto, ON M5K 1J5, Canada"
Sports Medicine Centre of Excellence,sportsmedicinecoe@gmail.com,"17665 Leslie St Unit 24, Newmarket, ON L3Y 3E3, Canada"
The Sports Medicine Specialists,smsbrampton@lifemark.ca,"247 McMurchy Ave S, Brampton, ON L6Y 1Z4, Canada"
The Sport Medicine Clinic Ottawa Campus,info@ottawasportmed.com,"801 King Edward Ave, Ottawa, ON K1N 1A2, Canada"
Apple Creek Sports Medicine Centre,applecreek@applecreeksports.com,"445 Apple Creek Blvd Suite 103, Markham, ON L3R 9X7, Canada"
Carleton University Sport Medicine Centre,medinfo@carletonsportsmed.com,"Raven Rd, Ottawa, ON K1S 5R2, Canada"
The Sports Clinic,wpo@sportsclinic.ca,"2650 Bristol Cir Suite 100, Oakville, ON L6H 6Z7, Canada"
Athletic Edge Sports Medicine - Richmond Hill,parvin@aesm.ca,"15 Wertheim Ct Unit 102, Richmond Hill, ON L4B 3H7, Canada"
Orillia Sports Medicine,osmadmin@sportsmedicine.on.ca,"8000 ON-12, Orillia, ON L3V 8B3, Canada"
Orthopaedic Sport Institute,osi@ortho-sport.ca,"Orthopaedic Sport Institute, 500 Ontario St, Collingwood, ON L9Y 5N7, Canada"
Aurora Sports Medicine Professionals Inc.,info@aurorasportsmed.ca,"35 Sunday Dr Suite 204, Aurora, ON L4G 4B7, Canada"
Bradford Sports Medicine Professionals Inc.,info@bradfordsportsmed.ca,"Box #1137, 160 Holland St W Unit 1, Bradford, ON L3Z 1H7, Canada"
Restore Sports Medicine Clinic,user@domain.com,"4350 Hastings St #108, Burnaby, BC V5C 2J9, Canada"
Centre For Sport & Recreation Medicine,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,"777 Bay St., Toronto, ON M7A 1S5, Canada"
